positive,Come see the David Bowie tribute show I\u2019m in @ King King\u002c H\u2019wood\u002c Nov 4 & 5 (my b\u2019day). 6 singers/dancers\u002c 6 pc band - killin!
positive,Your like Jordan\u2019s on a Saturday I got to have you and I cannot wait. .
neutral,But i wanna wear my Concords tomorrow though but i don\u2019t feel like it
neutral,Gonna watch Grey\u2019s Anatomy all day today and tomorrow(:
neutral,@CoachVac heey do you know anything about UVA\u2019s fallll fest loll they invited me so im going this sat but i really dont know what it is loll
neutral,@DustyEf when that sun is high in that Texas sky\u002c I\u2019ll be buckin it to county fair. Amarillo by morning. Amarillo ill be there...
positive,Up 20 points in my money league with Vernon Davis and L. Fitz still to go tomorrow. Thats what I like to see
positive,DEEJAYING this FRIDAY in THE FIRST CHOP it\u2019s CHRIS actual SMITH with a smashing mish mashing of TUNES from Stoke... http://t.co/N3W1Dkrv
negative,The Rick Santorum signing that was scheduled for tomorrow at the Books A Million in Exton\u002c PA has been CANCELLED due to the weather.
neutral,Just noticed Ricky Gervais and Stephen Merchant\u2019s Life\u2019s Too Short started airing on BBC Entertainment. Check it out on Sunday\u002c 20:30.
neutral,@dreami9 lol yep looks like it! Was after El Clasico on Sunday. I didn\u2019t like her lol and this doesn\u2019t look serious so I\u2019m cool lol
neutral,@azrinparveen @Idruski as usual no. You can Skype with me this Saturday kot. Still in Milan bro.
neutral,Back in Stoke on Trent for the 2nd time today!
neutral,First Girls Varsity Basketball Game tomorrow at 6:00 pm Then Football Senior night at 7:15 pm  See you there! Go Saints!
neutral,#UFC lightweights @Young__Assassin VS @jamievarner set for TUF 16 Finale on the FX December 15 card\u002c prelims on FUEL TV and Facebook. #MMA
neutral,@OOOOO_WEEEE slide thru sometime this weekend ill have somethin yu can sip on lol gotta make a ABC run tomorrow anyway
neutral,the fact that i still havent decided if im going to wvu tonight or tomorrow night hmmmm
negative,@DannyB618 Sure absolutely-- I meant out of the Bachmann\u002c Perry\u002c Santorum\u002c Herman Cain bunch this election. And Romney was not my 1st choice
negative,@RichardGordon48 re Levein discussion on Wed. Can\u2019t keep changing boss\u002c but he is far too negative. Brazil gone\u002c new boss cud experiment.
neutral,Today In History November 02\u002c 1958 Elvis gave a party at his hotel before going out on maneuvers. He sang and... http://t.co/Za9bLTcE
positive,Hustle cause you got to then kick back n party everyday like its Fri
neutral,"@_Wayward_Son Sam groaned. \""Don\u2019t /remind/ me...\"" he murmured. He adjusted himself in his pants and sat up. \""We leaving then?\"""
positive,I can\u2019t sleep. Way too exited about Vancouver tomorrow! I\u2019m like a kid at Christmas.
neutral,Coming to Greenville tomorrow for my last few days in Sc\u002c then it\u2019s west coast shawwty
positive,Entertainment: Tina Fey and Amy Poehler are hosting the Golden Globes\u002c airing Jan 13. Get ready for a night full of laughs!! -Ashley&Alyssa
neutral,Who\u2019s going to Plymouth town tomorrow?
negative,#pause I bet the clippers are gonna get in the Lakers ass Friday (today)
neutral,If you do another season of Big Brother please please please bring Friday night live back!! Everyone wants it back on! @BBAU9 #BBAU
positive,@h0tlikepayne: It\u2019s #confirmed that you can listen to the deluxe version of TMH on ITunes 9pm GMT on Nov 5th\u002c Monday.
neutral,i said it b4 dat gucci been promoting his mixtape 2 drop on 10/17 since august\u002c Gotti just up & tried 2 come out on da same date
positive,Busy day tomorrow\u002c staging at bliss instead of sustenio!! Both very cool places. And my last night in Texas. Its gonna be great! :)
neutral,My Pain may be the reason for somebody\u2019s laugh. But my laugh must never be the reason for somebody\u2019s pain - Charlie Ch http://t.co/iw1fy2wo
neutral,Might do my sport work on the train tomorrow CBB right now
neutral,Just watched most of movie\u002cmissed the 1st 20 min.s\u002cbut...I thought Y2J was in it!Looked like him\u002csaid Chris Jericho in credits\u002cbut...nah! (;
positive,Thursday night is reserved for comedys on NBC\u002c FX and tonight\u002c NFL Network.
neutral,At the Monday night football game Cardinals vs Niners with Steve Edlefsen and Matthew Kroon. http://t.co/oWdlksm3
negative,Mitt Romney falsely claimed he saw his father march with Martin Luther King Jr.  http://t.co/QcSDqEyB Mitt Romney what won\u2019t you lie about?
positive,http://t.co/hZOrJG6W Its going down in #DeathValley this Saturday! Geaux Tigers @LSUfball @JacobHester22 @LSUCoachMiles
positive,Get to see my big sis sunday and watch the Packers game! #missher @Laurrr_Miller
positive,Not only is @MzMandyTugz home from China\u002c she\u2019s in LA...I called her and screamed Mandyyyyyyyyyyyyy...I\u2019m gonna hug her for 2 hrs tomorrow!
neutral,@marinabaysands May I know if there is still a chance to meet Tiger Woods before he leaves Singapore?
positive,Going to Singapore tonight :) Excited for Skyfall + penny boarding tomorrow!
negative,Firework just came on my tv and I just broke down and sat and cried\u002c I need help okay
negative,@TatiCuteAss you ain\u2019t gone do shit tomorrow we gone see chicken shit
negative,"My great grandpa was gonna march with Dr. King but he said \""nah man\u002c why march when I can finger these white bitches instead?\"""
neutral,Remember this? Santorum: Romney\u002c Obama healthcare mandates one and the same http://t.co/sIoG48TO #TheRealRomney @Lis_Smith @truthteam2012
positive,Watching Napoleon Dynamite with @katyholzzz = best Friday night ever! #throwback
neutral,@REALBROTHER0003 did Romney\u2019s dad march with Dr.King yes or no ?
neutral,Last Man Standing Season 2 Premieres November 2nd on ABC with an Election Theme http://t.co/k1SASkif via @themomjen
positive,Bama maintains the longest active unbeaten streak as they march (again) to the national title. ROLL TIDE!
neutral,Uploading my iPod for tht drive back to the O tomorrow
neutral,@robdelaney I\u2019ll donate $5 to the homeless guy on 3rd St. if u can talk @realDonaldTrump into letting us judge the next Miss America
negative,So Clattenburg\u2019s alleged racism may mean end of his career; Terry\u002c Suarez\u002c Rio use it and can\u2019t play for a couple of weeks? #consistency
positive,@ZulaGp @misstoyaj Watching this great interview with Ava Duvernay-new film coming out Fri. with the beautiful Nigerian actor from Red Tails
negative,Pretty Little Liars is not back until the 8th of January!!! I\u2019m devastated
positive,i like how each Friday the announcers hype how Alabama can be beat and each Monday state how Alabama is still number one...
neutral,@hollyhippo I\u2019m going to blockbuster tomorrow to get Devil Inside if that\u2019s okay??;)
neutral,[ESPN] SEC lunch links:  Some linkage for you on a Thursday: Alabama will throw some different thing... http://t.co/qr74InOB #RazorBacks
neutral,"\""@ESPNStatsInfo: Better QB: Ben Roethlisberger or Eli Manning? You make the call - and watch them face off this Sunday.\"" Tony Romo."
neutral,Damn only the 2nd day in the NBA season and Tony Parker already hitting game winners #clutch
positive,"Thanking all my lucky stars. (no Madonna) \""With the sun in the mornin\u2019 & the moon in the evenin\u2019 I\u2019m alright.\"""
negative,The Philippines just passed a law worse than SOPA\u002c which actually criminalizes criticizing someone online. http://t.co/wUMX95vR
positive,"Emile Heskey has sure started his A-League career well. 4 goals in 3 games! May it continue. \""Match Stats http://t.co/SUCqdSM3"
neutral,@justinsacher hey it\u2019s Natalie the intern at CBS 47 Do you mind if I shadow you tomorrow or Monday or whenever it\u2019s convenient for you? :)
neutral,"When I was little my brother Liam asked me \""is it tomorrow yet?\"" And I replied \""no\u002c it\u2019s always today.\"" #5yearsold #bookofquotes #smartbaby"
neutral,@WilliamShatner You are top billing to Shakespeare in Google but 2nd in Wiki. One\u002c a master of English; the other\u002c from Stratford.#Shatoetry
negative,@shockinglynaomi Sorry!! Still hope to see you in Los Angeles in February!! #NFTYConvention
neutral,But some of ya need to calm down\u002c there just snippets! And besides we get to hear them on iTunes on Monday so it\u2019s not really a big deal!
positive,@emmasq Gary Ablett has to be a #Monty surely. A lot of losses\u002c but clearly best and most influential player in the #AFL #Jobe & Thommo 2nd
negative,These past few weeks I haven\u2019t been excited about Scandal\u002c Grey\u2019s or fried chicken Thursday....this semester has shown me no mercy smh
negative,@edcfc73 cheers 4 the ticket ed 4 wednesday \u002cSteve looks a bit like Ricky gervais #ugly fucker
positive,@Real_Liam_Payne i\u2019ll be in london\u002c within zayn\u2019s birthday the 12th of january meet you there hahaaha DREAMS AND IMAGINATION OF MINE ..
neutral,@cocosworld @numolai nor\u2019easter superstorm with snow and low temps according to fox http://t.co/ilhYhhwB  it may change paths by then
neutral,But honestly I think Miami may be the Alabama of the NBA.
neutral,@TyMo214 Well said on HMW. Can you now address why Texans fans file out of the stadium midway through the 4th qtr of every game?
negative,@BooGotti_So1OO Girl Exactly But I\u2019m Mad Because They Pushed Gotti Date Back! But Fuck All That NOVEMBER 23 RVA!  Shawty how you acting??
neutral,On the Jersey shore\u002c emotion outweighs cost of rebuilding: BAY HEAD\u002c N.J./BOSTON (Reuters) - The people of the Jersey Shore may feel ...
negative,@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
negative,Sad scenes about Underoath splitting. Off to Newcastle tomorrow for the weekend. Try catch the #arsenal game too. @jamiedurent if yr about
negative,Anybody at the Trib: where is Ike Taylor\u2019s Friday column? Sucks I can\u2019t find it. First one I\u2019ve actually looked forward to reading.
positive,Get pumped for the new season of Justified!! #january
negative,Sunderland have some shit fans! They all were going home with 10 mins of the game left. Demba Ba still 2nd top scorer #lalas #smb
positive,#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
positive,I hope anderson starts tomorrow\u2019s game he did very against chelsea
positive,@ZackRyder Look forward to seeing you in Newcastle tomorrow night! I\u2019ll be front row wearing a Broski t-shirt! #WWWYKI
negative,@tessgrosvenor27 the Fiesta Bowl. And I was surprised to see they were ranked 6th in the polls. Cuse don\u2019t get alot of love in football land
neutral,@DJiAM_ it\u2019ll prolly sound like the 1st Pluto which was ................... ok\u002c I wonder if he gone have Kanye on it
neutral,I\u2019m going to the Texans game Sunday!
positive,New series of Greys Anatomy starts on 07 November - one good thing about winter is the return of the best US shows! #nightsinfrontofthetelly
positive,Jerred tomorrow followed by a day of nothing but xbox sounds great. Then next Friday. So much excite.
positive,"@ricxymartinez \""wicked\"" welcome to new england! Are you still in boston? Im going to mass tomorrow to my friends house"
negative,We all know that Ike Taylor got the 3rd Top Player of the game for his SWAGGIN\u2019 prowess only. #SNF
neutral,Suarez is 1 YC away from a domestic suspension. If he picks up a YC this Sunday vs Newcastle\u002c then he will miss the clash at SB next w/end.
negative,Two-thirds of the NCAA football season are completed. The race for the BCS title game is heading to a huge controversy. http://t.co/KStEPiWn
positive,Is Demba Ba Sunderlands 2nd top scorer\u002c I believe he is. #Thunlun
positive,#Hawks fam\u002c twitpic your Halloween costume to win a pair of tickets to see the Hawks defeat the Rockets this Friday @ATolliver44
negative,Sitting at home on a Saturday night doing absolutely nothing... Guess I\u2019ll just watch Greys Anatomy all night. #lonerproblems #greysanatomy
negative,Cardinals try to pick up the pieces against Packers: Embarrassed on Monday night\u002c the Arizona Cardinals are left... http://t.co/ruHfUKuf
positive,@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
neutral,@Nessaa456 the 6th chapter talks about malcolm x and I think martin luther king\u002c.he kinda contrasts them
negative,5) Don\u2019t mention the score: \u2019Do we want revenge? No.\u2019 - Wenger ahead of the United game on saturday http://t.co/eJLWnaNa
neutral,@1DticketsUSA online it said One Direction tix for Paris April 29th 2013 go on sale at 10am\u002c what site can you buy tickets!
neutral,@jadinexo U going to chalmers tomorrow?
positive,Off to Anfield on Sunday for LFC vs Newcastle with @willslater99 #excited
positive,@premierleague Mr Howard Webb did a fantastic comback in Chelsea match 05 February 2012 - with the help of two magic penalties of course...
neutral,On the Jersey shore\u002c emotion outweighs cost of rebuilding: BAY HEAD\u002c N.J./BOSTON\u002c Nov 2 (Reuters) - The people of... http://t.co/eaPAgwx2
positive,Cowboys will beat the falcons sunday #iStamp
neutral,Check out Sir Terry Leahy article in Saturday\u2019s Telegraph Weekend section re why he invested in GCSE Maths resource http://t.co/E9gLzAMC.
negative,@KERfortheWIN Plagiarism. Sopa\u2019s gonna get you on october 3.
positive,Vegas Beat: Ellen reveals that Madonna helped her come out of the closet: Tuesday\u2019s episode of Ellen featured th... http://t.co/PwhBvNK1
positive,Can\u2019t wait to go to the WVU vs. TCU game on Saturday
positive,Very much looking forward to Saturday. Afternoon tea and Firework display at the Celtic Manor.
neutral,@ThomasCritchley hahaaa. well if u wanna take me to brazil i ain\u2019t gonn say no. How about viva brazil tho next Friday night? Bit cheaper XxX
neutral,16:46 Steven Pourier\u002c Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. #NAIAMBB
neutral,Trent Richardson has the Browns out to a 7-0 lead over the Chargers on Sunday.  http://t.co/Kfva5FQh
neutral,"Gerrard: \""Every single time they got the ball to their keeper it came in long\"". Sunday\u2019s long ball stats - Tim Howard (15)\u002c Brad Jones (20)."
positive,Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.
positive,"\""I didn\u2019t want New York to miss my Madonna show. Get ready for Monday! It\u2019s gonna be on WNBC!\"" There is a God<333333 Thanks Ellen :\u20193"
neutral,@AllyTuckerKSR @rbramblet Maybe KSRc needs a wrasslin\u2019 recap then. @kysportsradio once mentioned we may have things about The Bachelor
negative,Life just isn\u2019t the same when there is no Pretty Little Liars on Tuesday nights.
neutral,(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday\u2019s matchup with Alabama http://t.co/e7qDoIyC #LSU
negative,"\""@rwh4vt: We look like UVA. There I said it.\"" So sad but so very true.. November 24th is going to be a circus"
neutral,Class early in the mornjng =\ it\u2019s bedtime! But do get to see my Sam tomorrow :)
positive,Hey @SDuPreeBemis :) Support to the Philippines? Cybercrime Law to be in full effect tomorrow. Our version of SOPA #JunktheCybercrimeLaw
negative,"\""@RayWJ: \""Despite what you may have heard\u002c I actually do give a shit.\"" --Honey Badger\u002c in an interview with Piers Morgan\""  @dogorman10"
positive,I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
neutral,Can Mike Brown play golf? He may need to hit up the Stanford Women\u2019s  team w Ty Willingham after this start\u002c honestly... #Lakers
positive,#njed please join @Sirotiak02 and myself  this Tuesday @ 8:30 PM as we discuss HIB. Special guest moderator @WMS_Counselor glad to have you.
neutral,Remember the midterm elections? Remember the Wisconsin recall? Just wait for next tuesday.
negative,Just been informed my police hat from Saturday has made a home in Chalmers and no doubt has made a home with some skank sob
positive,it\u2019s either UA or AU for grad school. As much as I love Alabama\u002c I\u2019m thinking Auburn may be the better choice for me.
positive,Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British.
neutral,"@bmwgirl_ Devil\u2019s in the house of the rising sun. Chicken\u2019s in the bread pan picking out dough\u002c granny does your dog bite\u002c \""no child\u002c no\"""
negative,i hate how MLK Jr got caught apewalkin at the Selma March (reason why white people call us monkeys)
negative,Napoleon Dynamite may be the most awkward person ever
neutral,I\u2019m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.
positive,@bursonperson - Spotted: I just saw Elvis\u002c I\u2019m beginning to like the temporary 7th floor office. ;) @AOlavarria
positive,got to rockdale today and going back to houston tomorrow THANK GOD!
positive,@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
neutral,@CardiffCityFC can you pay on the gate on Saturday at Bolton or not?
neutral,China to open cultural centre in Nepal: Kathmandu\u002c Nov 2 (IANS) China is going to open a cultural cen... http://t.co/tYn4QOmg @yahoonews
neutral,Why is Jay Cutler good in the 4th qtr and not others? Good question\u002c ESPN. Could be worse\u002c though; he could be Tony Romo.
positive,Pacers fans are going to have fun on Saturday...
neutral,YouTube improves upload process with optional notifications and new tags editor: Google on Thursday announced th... http://t.co/BtCcHo7A
neutral,Ay up @keithmaxmoz You still want me to get you a pair of tickets for the Sunderland match on 2nd Jan (7.45pm ko)?
positive,Congratulations on scoring your first goal for Swansea yesterday. May I say that you look exactly like Jonas Gutierrez ! @ChicoFlores12
neutral,A lot of work goes into to showing a Movie Under the Stars! Come out tomorrow night at watch Joyful Noise on our... http://t.co/zldSzjI5
positive,Thanks to Norton Junior School for Friday\u2019s superb Op Anticipate assembly and the fab singing. Katy Perry\u2019s Firework had us beaming all day!
negative,Contraband was prolly the worst below average movie I ever sat and finished watching in my life
positive,@BrodyLogan | That way\u002c the Orange Bowl would always be a part of me. I think it was a wise choice. Shit\u002c is it Thursday yet? Game time!
positive,Love my new #toy.I mean my IPod touch.5th generation.Does everything but make phone calls and has no GPS ability.I don\u2019t need those options.
negative,@JonathaMingo In other related news\u002c you know there\u2019s no Parks tomorrow?
negative,Gold edges down ahead of US jobs data: SINGAPORE (Reuters) - Gold edged lower on Friday\u002c with investors waiting ... http://t.co/hbL19o43
neutral,Guarantee if I go to maths tomorrow ill spend the whole time talking
positive,I will watch Coach Stews Fiesta Bowl speech before the game tomorrow. Just seems right for some reason. I know he is smiling at this team.
neutral,@Lydia_Style @candyjacobs ahhh girls if I was not going to Dubai on Wed I would take u ladies !! Hope u can come visit me in land of sand x
neutral,@OnlyOne_Tikeya it\u2019s party on nov 11th at da CHALMERS community hall 10$ to get n
negative,HOLY SHIT. I just realized that I missed Pretty Little Liars on Tuesday. :/
neutral,@Lon_Genius my part to the al green joint will be done friday...I\u2019ll shoot you an email with the attachment
neutral,"You should come watch \""The Devil Inside\"" in the movie room on the 1st floor @Miss_Lady94"
negative,But tonight when I went to see Madonna at the Scottrade when I walked in I started crying because I thought about last Saturday.
negative,Are the Canes the biggest losers in the Marlins Park deal? Losing the Orange Bowl = Not good for their program. Bad look at Sun Life.
neutral,SIKE/APRIL FOOLS/ NEVER say Never but this is the exception ****Turns on Pretty Little Liars
neutral,Watching CBC news in Vancouver\u002c awaiting the WSOP Circuit event tomorrow. What\u2019s on the Canadian network? The US election - what else...? :)
neutral,This guy is going in the mail tomorrow addressed to the Georgia Athletic Dept. http://t.co/tgMmQtiq
positive,...it\u2019s Jason and i 3rd year anniversary today & it\u2019s my baby makes 3 months today! im the happiest and luckiest lady on earth :)
neutral,@AubrieMcg  Rob mentioned it in his Sept 24th email to CES members.
neutral,@VictoriaBiebs So we probably wont hang that long okay? I wanna see you before you leave China. :D Oh are you going tomorrow?
neutral,Tim Tebow steps out with girlfriend Camilla Belle in Florida (sun-sentinel): Share With Friends:  |  | Top News ... http://t.co/M9Sap8E3
positive,Wow\u002c what a weekend: Flying Lotus\u002c Zombie Apocalypse\u002c writing\u002c Patriots\u002c Dog Beach...goodnight everyone. Monday morning\u002c screw you.
neutral,@pkerns603 one time i sat next to rick santorum and i swear i was polite the whole time
neutral,[ESPN] SEC lunch links:  Some linkage for you on a Thursday: Alabama will throw some different things ... http://t.co/N8HFRZtk #Bulldogs
neutral,@ProfessorEddyWV The bookstore is packed with students buying warm WVU gear for the game this Saturday!  #215section1
neutral,Tomorrow: LAX->Phoenix->Dallas->Houston. Long day of flying.
neutral,I just have to remember to go online tomorrow and watch Grey\u2019s Anatomy \u002c Scandal \u002c &\u2019 Vampire Diaries .
positive,We\u2019re going to be in the rose parade tomorrow with the other obedience club dogs! Lizzie will be wearing roses! :-)
neutral,@chriscolfer can you make an appearance at sbl in january i mean i know u live in california but i promise not to fall this time
neutral,Not 1st time we\u2019ve had shocker at Anfield on Halloween.We can all see what needs to be done.Carry on Brendon\u002c you\u2019ve got my backing #lfc
neutral,Kirk\u2019s Bike Shop: Support the businesses you love and Shop Small this November 24th. http://t.co/SFMNKNi6
positive,Chris Bosh may not be easy on the eyes\u002c but he has a freakin beautiful family!
positive,BU grads are the 7th most employable in US after Harvard\u002c Yale\u002c Stanford\u002c MIT\u002c Columbia\u002c and Princeton. #hopethisistrue http://t.co/yDcczEqP
neutral,In our busy lives in Dubai could we just spare a moment of silence this Friday morning for the people who still wear crocs.
neutral,"Thought For The Day!!! \""My Pain may be the Reasons for Somebody\u2019s Laugh....but My Laugh must NEVER be the Reasons for Somebody\u2019s Pain!\"""
neutral,@thisdog I support Johnson\u002c liked he and Huntsman in the primary. Living in the 1st district made my decision easier #mepolitics
positive,Also don\u2019t forget #YourHealthIsYour Wealth 11.14.12 that Wednesday before #TheAKAdemyAwards come do Zumba with your @SFA_AKAs
